,category,variable,value,year
1231,Architecture and construction,points_r1_2020,320.0,2020
1232,Manufacturing and processing,points_r1_2020,308.0,2020
1233,Health,points_r1_2020,442.0,2020
1234,Health,points_r1_2020,387.0,2020
1235,,points_r1_2020,,2020
1236,Health,points_r1_2020,334.0,2020
1237,Personal services,points_r1_2020,351.0,2020
1238,Biological and related sciences,points_r1_2020,307.0,2020
1239,Biological and related sciences,points_r1_2020,325.0,2020
1240,Physical sciences,points_r1_2020,347.0,2020
1241,Health,points_r1_2020,430.0,2020
1242,Biological and related sciences,points_r1_2020,313.0,2020
1243,Health,points_r1_2020,306.0,2020
1244,,points_r1_2020,,2020
1245,Business and administration,points_r1_2020,309.0,2020
1246,Law,points_r1_2020,295.0,2020
1247,Business and administration,points_r1_2020,309.0,2020
1248,Personal services,points_r1_2020,302.0,2020
1249,Personal services,points_r1_2020,308.0,2020
1250,Business and administration,points_r1_2020,304.0,2020
1251,,points_r1_2020,,2020
1252,Welfare,points_r1_2020,300.0,2020
1253,Arts,points_r1_2020,578.0,2020
1254,Arts,points_r1_2020,781.0,2020
1255,Welfare,points_r1_2020,307.0,2020
1256,Social and behavioural sciences,points_r1_2020,418.0,2020
1257,,points_r1_2020,,2020
1258,Education,points_r1_2020,510.0,2020
1259,Education,points_r1_2020,441.0,2020
1260,Education,points_r1_2020,440.0,2020
1261,Business and administration,points_r1_2020,328.0,2020
1262,Biological and related sciences,points_r1_2020,408.0,2020
1263,Health,points_r1_2020,419.0,2020
1264,Health,points_r1_2020,336.0,2020
1265,,points_r1_2020,,2020
1266,,points_r1_2020,,2020
1267,,points_r1_2020,,2020
1268,,points_r1_2020,,2020
1269,,points_r1_2020,,2020
1270,,points_r1_2020,,2020
1271,,points_r1_2020,,2020
1272,,points_r1_2020,,2020
1273,,points_r1_2020,,2020
1274,,points_r1_2020,,2020
1275,,points_r1_2020,,2020
1276,,points_r1_2020,,2020
1277,,points_r1_2020,,2020
1278,,points_r1_2020,,2020
1279,,points_r1_2020,,2020
1280,,points_r1_2020,,2020
1281,,points_r1_2020,,2020
1282,,points_r1_2020,,2020
1283,,points_r1_2020,,2020
1284,Welfare,points_r1_2020,310.0,2020
1285,Welfare,points_r1_2020,301.0,2020
1286,Welfare,points_r1_2020,311.0,2020
1287,,points_r1_2020,,2020
1288,Arts,points_r1_2020,300.0,2020
1289,Social and behavioural sciences,points_r1_2020,412.0,2020
1290,Arts,points_r1_2020,302.0,2020
1291,Arts,points_r1_2020,368.0,2020
1292,Humanities (except languages),points_r1_2020,328.0,2020
1293,Languages,points_r1_2020,401.0,2020
1294,Languages,points_r1_2020,318.0,2020
1295,Languages,points_r1_2020,452.0,2020
1296,Welfare,points_r1_2020,419.0,2020
1297,Arts,points_r1_2020,330.0,2020
1298,Social and behavioural sciences,points_r1_2020,423.0,2020
1299,Welfare,points_r1_2020,,2020
1300,Welfare,points_r1_2020,,2020
1301,Arts,points_r1_2020,336.0,2020
1302,Social and behavioural sciences,points_r1_2020,533.0,2020
1303,Social and behavioural sciences,points_r1_2020,466.0,2020
1304,Social and behavioural sciences,points_r1_2020,337.0,2020
1305,Humanities (except languages),points_r1_2020,308.0,2020
1306,Education,points_r1_2020,463.0,2020
1307,Education,points_r1_2020,510.0,2020
1308,Business and administration,points_r1_2020,477.0,2020
1309,Business and administration,points_r1_2020,509.0,2020
1310,Information and Communication Technologies (ICTs),points_r1_2020,430.0,2020
1311,Business and administration,points_r1_2020,556.0,2020
1312,Business and administration,points_r1_2020,445.0,2020
1313,Business and administration,points_r1_2020,420.0,2020
1314,Business and administration,points_r1_2020,388.0,2020
1315,Business and administration,points_r1_2020,402.0,2020
1316,Business and administration,points_r1_2020,484.0,2020
1317,Business and administration,points_r1_2020,397.0,2020
1318,Social and behavioural sciences,points_r1_2020,444.0,2020
1319,Business and administration,points_r1_2020,462.0,2020
1320,Social and behavioural sciences,points_r1_2020,346.0,2020
1321,Law,points_r1_2020,507.0,2020
1322,Law,points_r1_2020,542.0,2020
1323,Law,points_r1_2020,540.0,2020
1324,Law,points_r1_2020,556.0,2020
1325,Information and Communication Technologies (ICTs),points_r1_2020,468.0,2020
1326,Biological and related sciences,points_r1_2020,510.0,2020
1327,Biological and related sciences,points_r1_2020,467.0,2020
1328,Biological and related sciences,points_r1_2020,487.0,2020
1329,Physical sciences,points_r1_2020,485.0,2020
1330,Mathematics and statistics,points_r1_2020,566.0,2020
1331,Physical sciences,points_r1_2020,554.0,2020
1332,Physical sciences,points_r1_2020,432.0,2020
1333,Information and Communication Technologies (ICTs),points_r1_2020,510.0,2020
1334,Agriculture,points_r1_2020,496.0,2020
1335,Biological and related sciences,points_r1_2020,518.0,2020
1336,Manufacturing and processing,points_r1_2020,441.0,2020
1337,Engineering and engineering trades,points_r1_2020,487.0,2020
1338,Architecture and construction,points_r1_2020,484.0,2020
1339,Health,points_r1_2020,731.0,2020
1340,Health,points_r1_2020,613.0,2020
1341,Health,points_r1_2020,590.0,2020
1342,Health,points_r1_2020,566.0,2020
1343,Health,points_r1_2020,520.0,2020
1344,Health,points_r1_2020,454.0,2020
1345,Health,points_r1_2020,542.0,2020
1346,Health,points_r1_2020,454.0,2020
1347,Health,points_r1_2020,533.0,2020
1348,Health,points_r1_2020,423.0,2020
1349,Health,points_r1_2020,419.0,2020
1350,Health,points_r1_2020,484.0,2020
1351,Health,points_r1_2020,57.0,2020
1352,,points_r1_2020,,2020
1353,,points_r1_2020,,2020
1354,,points_r1_2020,,2020
1355,Education,points_r1_2020,484.0,2020
1356,Education,points_r1_2020,,2020
1357,Education,points_r1_2020,528.0,2020
1358,Education,points_r1_2020,494.0,2020
1359,Education,points_r1_2020,319.0,2020
1360,Education,points_r1_2020,327.0,2020
1361,Engineering and engineering trades,points_r1_2020,443.0,2020
1362,Information and Communication Technologies (ICTs),points_r1_2020,411.0,2020
1363,Engineering and engineering trades,points_r1_2020,434.0,2020
1364,Architecture and construction,points_r1_2020,394.0,2020
1365,Transport services,points_r1_2020,311.0,2020
1366,Arts,points_r1_2020,361.0,2020
1367,Information and Communication Technologies (ICTs),points_r1_2020,332.0,2020
1368,Arts,points_r1_2020,868.0,2020
1369,Arts,points_r1_2020,1088.0,2020
1370,Arts,points_r1_2020,548.0,2020
1371,Business and administration,points_r1_2020,335.0,2020
1372,Arts,points_r1_2020,,2020
1373,Arts,points_r1_2020,,2020
1374,Arts,points_r1_2020,,2020
1375,Physical sciences,points_r1_2020,282.0,2020
1376,Information and Communication Technologies (ICTs),points_r1_2020,297.0,2020
1377,Biological and related sciences,points_r1_2020,565.0,2020
1378,Biological and related sciences,points_r1_2020,398.0,2020
1379,Health,points_r1_2020,402.0,2020
1380,Biological and related sciences,points_r1_2020,420.0,2020
1381,Physical sciences,points_r1_2020,251.0,2020
1382,Physical sciences,points_r1_2020,261.0,2020
1383,Environment,points_r1_2020,253.0,2020
1384,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2020,397.0,2020
1385,Business and administration,points_r1_2020,316.0,2020
1386,Business and administration,points_r1_2020,285.0,2020
1387,Business and administration,points_r1_2020,298.0,2020
1388,Personal services,points_r1_2020,322.0,2020
1389,,points_r1_2020,,2020
1390,Education,points_r1_2020,288.0,2020
1391,Engineering and engineering trades,points_r1_2020,411.0,2020
1392,Environment,points_r1_2020,320.0,2020
1393,Health,points_r1_2020,444.0,2020
1394,Architecture and construction,points_r1_2020,308.0,2020
1395,Architecture and construction,points_r1_2020,359.0,2020
1396,Architecture and construction,points_r1_2020,336.0,2020
1397,Architecture and construction,points_r1_2020,269.0,2020
1398,Engineering and engineering trades,points_r1_2020,318.0,2020
1399,Engineering and engineering trades,points_r1_2020,303.0,2020
1400,Arts,points_r1_2020,,2020
1401,Personal services,points_r1_2020,252.0,2020
1402,Arts,points_r1_2020,740.0,2020
1403,,points_r1_2020,,2020
1404,Arts,points_r1_2020,801.0,2020
1405,Arts,points_r1_2020,838.0,2020
1406,Arts,points_r1_2020,840.0,2020
1407,Arts,points_r1_2020,841.0,2020
1408,Information and Communication Technologies (ICTs),points_r1_2020,220.0,2020
1409,Business and administration,points_r1_2020,338.0,2020
1410,Business and administration,points_r1_2020,298.0,2020
1411,Welfare,points_r1_2020,252.0,2020
1412,Arts,points_r1_2020,700.0,2020
1413,Personal services,points_r1_2020,298.0,2020
1414,Welfare,points_r1_2020,245.0,2020
1415,Agriculture,points_r1_2020,269.0,2020
1416,Arts,points_r1_2020,274.0,2020
1417,Biological and related sciences,points_r1_2020,261.0,2020
1418,Biological and related sciences,points_r1_2020,263.0,2020
1419,Personal services,points_r1_2020,423.0,2020
1420,Personal services,points_r1_2020,379.0,2020
1421,Health,points_r1_2020,451.0,2020
1422,Information and Communication Technologies (ICTs),points_r1_2020,279.0,2020
1423,Information and Communication Technologies (ICTs),points_r1_2020,297.0,2020
1424,Information and Communication Technologies (ICTs),points_r1_2020,285.0,2020
1425,Information and Communication Technologies (ICTs),points_r1_2020,293.0,2020
1426,Information and Communication Technologies (ICTs),points_r1_2020,287.0,2020
1427,Architecture and construction,points_r1_2020,272.0,2020
1428,Architecture and construction,points_r1_2020,262.0,2020
1429,Architecture and construction,points_r1_2020,433.0,2020
1430,Engineering and engineering trades,points_r1_2020,321.0,2020
1431,Engineering and engineering trades,points_r1_2020,280.0,2020
1432,Engineering and engineering trades,points_r1_2020,380.0,2020
1433,Arts,points_r1_2020,325.0,2020
1434,Law,points_r1_2020,302.0,2020
1435,Arts,points_r1_2020,252.0,2020
1436,Welfare,points_r1_2020,270.0,2020
1437,Welfare,points_r1_2020,336.0,2020
1438,Business and administration,points_r1_2020,251.0,2020
1439,Information and Communication Technologies (ICTs),points_r1_2020,254.0,2020
1440,Personal services,points_r1_2020,700.0,2020
1441,Business and administration,points_r1_2020,280.0,2020
1442,Business and administration,points_r1_2020,283.0,2020
1443,Business and administration,points_r1_2020,300.0,2020
1444,,points_r1_2020,,2020
1445,Information and Communication Technologies (ICTs),points_r1_2020,218.0,2020
1446,Information and Communication Technologies (ICTs),points_r1_2020,227.0,2020
1447,Information and Communication Technologies (ICTs),points_r1_2020,341.0,2020
1448,Information and Communication Technologies (ICTs),points_r1_2020,225.0,2020
1449,Information and Communication Technologies (ICTs),points_r1_2020,,2020
1450,Arts,points_r1_2020,234.0,2020
1451,Business and administration,points_r1_2020,218.0,2020
1452,Business and administration,points_r1_2020,252.0,2020
1453,Business and administration,points_r1_2020,244.0,2020
1454,Business and administration,points_r1_2020,238.0,2020
1455,,points_r1_2020,,2020
1456,Business and administration,points_r1_2020,225.0,2020
1457,Information and Communication Technologies (ICTs),points_r1_2020,342.0,2020
1458,,points_r1_2020,,2020
1459,Information and Communication Technologies (ICTs),points_r1_2020,347.0,2020
1460,Social and behavioural sciences,points_r1_2020,234.0,2020
1461,Business and administration,points_r1_2020,293.0,2020
1462,Social and behavioural sciences,points_r1_2020,243.0,2020
1463,Social and behavioural sciences,points_r1_2020,220.0,2020
1464,Arts,points_r1_2020,218.0,2020
1465,Law,points_r1_2020,219.0,2020
1466,Business and administration,points_r1_2020,252.0,2020
1467,Business and administration,points_r1_2020,,2020
1468,Education,points_r1_2020,440.0,2020
1469,Education,points_r1_2020,488.0,2020
1470,Education,points_r1_2020,445.0,2020
1471,Education,points_r1_2020,411.0,2020
1472,Arts,points_r1_2020,376.0,2020
1473,Education,points_r1_2020,441.0,2020
1474,Education,points_r1_2020,412.0,2020
1475,Education,points_r1_2020,378.0,2020
1476,Education,points_r1_2020,419.0,2020
1477,Arts,points_r1_2020,419.0,2020
1478,Languages,points_r1_2020,465.0,2020
1479,Business and administration,points_r1_2020,488.0,2020
1480,Business and administration,points_r1_2020,517.0,2020
1481,Business and administration,points_r1_2020,462.0,2020
1482,Business and administration,points_r1_2020,522.0,2020
1483,Business and administration,points_r1_2020,510.0,2020
1484,Business and administration,points_r1_2020,579.0,2020
1485,Engineering and engineering trades,points_r1_2020,476.0,2020
1486,Business and administration,points_r1_2020,359.0,2020
1487,Business and administration,points_r1_2020,564.0,2020
1488,Information and Communication Technologies (ICTs),points_r1_2020,357.0,2020
1489,Information and Communication Technologies (ICTs),points_r1_2020,400.0,2020
1490,Information and Communication Technologies (ICTs),points_r1_2020,465.0,2020
1491,Mathematics and statistics,points_r1_2020,560.0,2020
1492,Mathematics and statistics,points_r1_2020,532.0,2020
1493,Humanities (except languages),points_r1_2020,407.0,2020
1494,Journalism and information,points_r1_2020,429.0,2020
1495,Arts,points_r1_2020,411.0,2020
1496,Languages,points_r1_2020,387.0,2020
1497,Physical sciences,points_r1_2020,498.0,2020
1498,Physical sciences,points_r1_2020,521.0,2020
1499,,points_r1_2020,,2020
1500,Environment,points_r1_2020,433.0,2020
1501,Biological and related sciences,points_r1_2020,512.0,2020
1502,Physical sciences,points_r1_2020,419.0,2020
1503,,points_r1_2020,,2020
1504,Biological and related sciences,points_r1_2020,499.0,2020
1505,Engineering and engineering trades,points_r1_2020,413.0,2020
1506,Engineering and engineering trades,points_r1_2020,411.0,2020
1507,,points_r1_2020,,2020
1508,Engineering and engineering trades,points_r1_2020,425.0,2020
1509,Health,points_r1_2020,423.0,2020
1510,Engineering and engineering trades,points_r1_2020,422.0,2020
1511,Health,points_r1_2020,500.0,2020
1512,Education,points_r1_2020,435.0,2020
1513,Health,points_r1_2020,522.0,2020
1514,Education,points_r1_2020,531.0,2020
1515,Education,points_r1_2020,499.0,2020
1516,,points_r1_2020,,2020
1517,Social and behavioural sciences,points_r1_2020,532.0,2020
1518,Health,points_r1_2020,465.0,2020
1519,,points_r1_2020,,2020
1520,Health,points_r1_2020,454.0,2020
1521,Health,points_r1_2020,418.0,2020
1522,Health,points_r1_2020,370.0,2020
1523,Health,points_r1_2020,500.0,2020
1524,Social and behavioural sciences,points_r1_2020,435.0,2020
1525,Social and behavioural sciences,points_r1_2020,397.0,2020
1526,Law,points_r1_2020,466.0,2020
1527,Education,points_r1_2020,309.0,2020
1528,Humanities (except languages),points_r1_2020,377.0,2020
1529,Business and administration,points_r1_2020,476.0,2020
1530,,points_r1_2020,,2020
1531,Arts,points_r1_2020,376.0,2020
1532,Arts,points_r1_2020,403.0,2020
1533,Arts,points_r1_2020,377.0,2020
1534,,points_r1_2020,,2020
1535,Arts,points_r1_2020,376.0,2020
1536,Biological and related sciences,points_r1_2020,498.0,2020
1537,Journalism and information,points_r1_2020,430.0,2020
1538,,points_r1_2020,,2020
1539,,points_r1_2020,,2020
1540,,points_r1_2020,,2020
1541,,points_r1_2020,,2020
1542,Business and administration,points_r1_2020,305.0,2020
1543,Business and administration,points_r1_2020,300.0,2020
1544,Information and Communication Technologies (ICTs),points_r1_2020,311.0,2020
1545,Information and Communication Technologies (ICTs),points_r1_2020,302.0,2020
1546,Information and Communication Technologies (ICTs),points_r1_2020,307.0,2020
1547,Architecture and construction,points_r1_2020,336.0,2020
1548,Architecture and construction,points_r1_2020,389.0,2020
1549,Architecture and construction,points_r1_2020,387.0,2020
1550,Engineering and engineering trades,points_r1_2020,340.0,2020
1551,Engineering and engineering trades,points_r1_2020,305.0,2020
1552,Engineering and engineering trades,points_r1_2020,304.0,2020
1553,Architecture and construction,points_r1_2020,391.0,2020
1554,Personal services,points_r1_2020,317.0,2020
1555,Social and behavioural sciences,points_r1_2020,302.0,2020
1556,Welfare,points_r1_2020,301.0,2020
1557,Arts,points_r1_2020,308.0,2020
1558,Arts,points_r1_2020,300.0,2020
1559,Arts,points_r1_2020,301.0,2020
1560,Health,points_r1_2020,403.0,2020
1561,Health,points_r1_2020,336.0,2020
1562,Health,points_r1_2020,356.0,2020
1563,Welfare,points_r1_2020,321.0,2020
1564,Health,points_r1_2020,440.0,2020
1565,Health,points_r1_2020,328.0,2020
1566,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2020,310.0,2020
1567,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",points_r1_2020,358.0,2020
1568,Agriculture,points_r1_2020,,2020
1569,Manufacturing and processing,points_r1_2020,,2020
1570,Manufacturing and processing,points_r1_2020,301.0,2020
1571,Environment,points_r1_2020,330.0,2020
1572,Arts,points_r1_2020,532.0,2020
1573,Business and administration,points_r1_2020,229.0,2020
1574,Business and administration,points_r1_2020,235.0,2020
1575,Social and behavioural sciences,points_r1_2020,379.0,2020
1576,Arts,points_r1_2020,855.0,2020
1577,Arts,points_r1_2020,572.0,2020
1578,Arts,points_r1_2020,920.0,2020
1579,Arts,points_r1_2020,650.0,2020
1580,Information and Communication Technologies (ICTs),points_r1_2020,219.0,2020
1581,Humanities (except languages),points_r1_2020,201.0,2020
1582,Arts,points_r1_2020,754.0,2020
1583,Information and Communication Technologies (ICTs),points_r1_2020,683.0,2020
1584,Business and administration,points_r1_2020,228.0,2020
1585,Arts,points_r1_2020,276.0,2020
1586,,points_r1_2020,,2020
1587,,points_r1_2020,,2020
1588,,points_r1_2020,,2020
1589,Humanities (except languages),points_r1_2020,212.0,2020
1590,Arts,points_r1_2020,506.0,2020
1591,Arts,points_r1_2020,593.0,2020
1592,Arts,points_r1_2020,939.0,2020
1593,Arts,points_r1_2020,781.0,2020
1594,Arts,points_r1_2020,990.0,2020
1595,,points_r1_2020,,2020
1596,Architecture and construction,points_r1_2020,510.0,2020
1597,Architecture and construction,points_r1_2020,407.0,2020
1598,Architecture and construction,points_r1_2020,407.0,2020
1599,Engineering and engineering trades,points_r1_2020,531.0,2020
1600,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",points_r1_2020,533.0,2020
1601,Information and Communication Technologies (ICTs),points_r1_2020,510.0,2020
1602,Mathematics and statistics,points_r1_2020,601.0,2020
1603,Environment,points_r1_2020,440.0,2020
1604,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2020,456.0,2020
1605,Agriculture,points_r1_2020,477.0,2020
1606,Health,points_r1_2020,531.0,2020
1607,Veterinary,points_r1_2020,589.0,2020
1608,Veterinary,points_r1_2020,,2020
1609,Veterinary,points_r1_2020,478.0,2020
1610,Health,points_r1_2020,737.0,2020
1611,Health,points_r1_2020,,2020
1612,Health,points_r1_2020,534.0,2020
1613,Health,points_r1_2020,,2020
1614,Health,points_r1_2020,578.0,2020
1615,Health,points_r1_2020,510.0,2020
1616,Business and administration,points_r1_2020,455.0,2020
1617,Biological and related sciences,points_r1_2020,590.0,2020
1618,Health,points_r1_2020,429.0,2020
1619,Health,points_r1_2020,509.0,2020
1620,Health,points_r1_2020,489.0,2020
1621,Health,points_r1_2020,397.0,2020
1622,Arts,points_r1_2020,310.0,2020
1623,Humanities (except languages),points_r1_2020,340.0,2020
1624,Languages,points_r1_2020,303.0,2020
1625,Law,points_r1_2020,546.0,2020
1626,Business and administration,points_r1_2020,545.0,2020
1627,Business and administration,points_r1_2020,521.0,2020
1628,Business and administration,points_r1_2020,517.0,2020
1629,Business and administration,points_r1_2020,613.0,2020
1630,Social and behavioural sciences,points_r1_2020,421.0,2020
1631,Social and behavioural sciences,points_r1_2020,498.0,2020
1632,Social and behavioural sciences,points_r1_2020,530.0,2020
1633,Social and behavioural sciences,points_r1_2020,378.0,2020
1634,Agriculture,points_r1_2020,410.0,2020
1635,Environment,points_r1_2020,418.0,2020
1636,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2020,311.0,2020
1637,Agriculture,points_r1_2020,297.0,2020
1638,,points_r1_2020,,2020
1639,,points_r1_2020,,2020
1640,,points_r1_2020,,2020
1641,,points_r1_2020,,2020
1642,,points_r1_2020,,2020
1643,,points_r1_2020,,2020
1644,,points_r1_2020,,2020
1645,,points_r1_2020,,2020
1646,,points_r1_2020,,2020
1647,,points_r1_2020,,2020
1648,,points_r1_2020,,2020
1649,,points_r1_2020,,2020
1650,,points_r1_2020,,2020
1651,,points_r1_2020,,2020
1652,,points_r1_2020,,2020
1653,,points_r1_2020,,2020
1654,,points_r1_2020,,2020
1655,,points_r1_2020,,2020
1656,,points_r1_2020,,2020
1657,,points_r1_2020,,2020
1658,,points_r1_2020,,2020
1659,,points_r1_2020,,2020
1660,,points_r1_2020,,2020
1661,,points_r1_2020,,2020
1662,,points_r1_2020,,2020
1663,,points_r1_2020,,2020
1664,,points_r1_2020,,2020
1665,,points_r1_2020,,2020
1666,,points_r1_2020,,2020
1667,,points_r1_2020,,2020
1668,,points_r1_2020,,2020
1669,,points_r1_2020,,2020
1670,,points_r1_2020,,2020
1671,,points_r1_2020,,2020
1672,,points_r1_2020,,2020
1673,,points_r1_2020,,2020
1674,,points_r1_2020,,2020
1675,,points_r1_2020,,2020
1676,,points_r1_2020,,2020
1677,,points_r1_2020,,2020
1678,,points_r1_2020,,2020
1679,,points_r1_2020,,2020
1680,,points_r1_2020,,2020
1681,,points_r1_2020,,2020
1682,,points_r1_2020,,2020
1683,,points_r1_2020,,2020
1684,,points_r1_2020,,2020
1685,,points_r1_2020,,2020
1686,,points_r1_2020,,2020
1687,,points_r1_2020,,2020
1688,,points_r1_2020,,2020
1689,,points_r1_2020,,2020
1690,,points_r1_2020,,2020
1691,,points_r1_2020,,2020
1692,,points_r1_2020,,2020
1693,,points_r1_2020,,2020
1694,,points_r1_2020,,2020
1695,,points_r1_2020,,2020
1696,,points_r1_2020,,2020
1697,,points_r1_2020,,2020
1698,,points_r1_2020,,2020
1699,,points_r1_2020,,2020
1700,,points_r1_2020,,2020
1701,,points_r1_2020,,2020
1702,,points_r1_2020,,2020
1703,,points_r1_2020,,2020
1704,,points_r1_2020,,2020
1705,,points_r1_2020,,2020
1706,,points_r1_2020,,2020
1707,Business and administration,points_r1_2020,309.0,2020
1708,Business and administration,points_r1_2020,287.0,2020
1709,Information and Communication Technologies (ICTs),points_r1_2020,296.0,2020
1710,Business and administration,points_r1_2020,307.0,2020
1711,Business and administration,points_r1_2020,293.0,2020
1712,Business and administration,points_r1_2020,280.0,2020
1713,Agriculture,points_r1_2020,281.0,2020
1714,Arts,points_r1_2020,304.0,2020
1715,Social and behavioural sciences,points_r1_2020,220.0,2020
1716,Arts,points_r1_2020,679.0,2020
1717,Arts,points_r1_2020,303.0,2020
1718,Education,points_r1_2020,,2020
1719,Personal services,points_r1_2020,242.0,2020
1720,Personal services,points_r1_2020,278.0,2020
1721,Manufacturing and processing,points_r1_2020,206.0,2020
1722,Personal services,points_r1_2020,212.0,2020
1723,Architecture and construction,points_r1_2020,260.0,2020
1724,Architecture and construction,points_r1_2020,288.0,2020
1725,Architecture and construction,points_r1_2020,265.0,2020
1726,Architecture and construction,points_r1_2020,290.0,2020
1727,Engineering and engineering trades,points_r1_2020,300.0,2020
1728,Engineering and engineering trades,points_r1_2020,330.0,2020
1729,Engineering and engineering trades,points_r1_2020,293.0,2020
1730,Engineering and engineering trades,points_r1_2020,313.0,2020
1731,Engineering and engineering trades,points_r1_2020,309.0,2020
1732,Engineering and engineering trades,points_r1_2020,340.0,2020
1733,Manufacturing and processing,points_r1_2020,309.0,2020
1734,Biological and related sciences,points_r1_2020,327.0,2020
1735,Biological and related sciences,points_r1_2020,337.0,2020
1736,Environment,points_r1_2020,336.0,2020
1737,Physical sciences,points_r1_2020,363.0,2020
1738,Biological and related sciences,points_r1_2020,372.0,2020
1739,Health,points_r1_2020,473.0,2020
1740,Physical sciences,points_r1_2020,317.0,2020
1741,Information and Communication Technologies (ICTs),points_r1_2020,270.0,2020
1742,Information and Communication Technologies (ICTs),points_r1_2020,274.0,2020
1743,Agriculture,points_r1_2020,287.0,2020
1744,Personal services,points_r1_2020,356.0,2020
1745,Biological and related sciences,points_r1_2020,368.0,2020
1746,Health,points_r1_2020,429.0,2020
1747,Health,points_r1_2020,367.0,2020
1748,Personal services,points_r1_2020,252.0,2020
1749,Humanities (except languages),points_r1_2020,244.0,2020
1750,Welfare,points_r1_2020,266.0,2020
1751,Education,points_r1_2020,270.0,2020
1752,Environment,points_r1_2020,244.0,2020
1753,,points_r1_2020,,2020
1754,Education,points_r1_2020,377.0,2020
1755,,points_r1_2020,,2020
1756,,points_r1_2020,,2020
1757,,points_r1_2020,,2020
1758,Arts,points_r1_2020,284.0,2020
1759,,points_r1_2020,,2020
1760,Business and administration,points_r1_2020,252.0,2020
1761,Business and administration,points_r1_2020,303.0,2020
1762,Information and Communication Technologies (ICTs),points_r1_2020,335.0,2020
1763,Business and administration,points_r1_2020,429.0,2020
1764,Business and administration,points_r1_2020,253.0,2020
1765,Business and administration,points_r1_2020,,2020
1766,,points_r1_2020,,2020
1767,Business and administration,points_r1_2020,248.0,2020
1768,Business and administration,points_r1_2020,240.0,2020
1769,Business and administration,points_r1_2020,264.0,2020
1770,Law,points_r1_2020,244.0,2020
1771,Business and administration,points_r1_2020,280.0,2020
1772,Information and Communication Technologies (ICTs),points_r1_2020,252.0,2020
1773,Journalism and information,points_r1_2020,254.0,2020
1774,Arts,points_r1_2020,,2020
1775,Arts,points_r1_2020,254.0,2020
1776,Arts,points_r1_2020,337.0,2020
1777,Journalism and information,points_r1_2020,,2020
1778,Personal services,points_r1_2020,253.0,2020
1779,,points_r1_2020,,2020
1780,Arts,points_r1_2020,300.0,2020
1781,Social and behavioural sciences,points_r1_2020,523.0,2020
1782,Humanities (except languages),points_r1_2020,301.0,2020
1783,Education,points_r1_2020,403.0,2020
1784,Social and behavioural sciences,points_r1_2020,357.0,2020
1785,Arts,points_r1_2020,330.0,2020
1786,Social and behavioural sciences,points_r1_2020,368.0,2020
1787,Arts,points_r1_2020,387.0,2020
1788,Arts,points_r1_2020,451.0,2020
1789,Journalism and information,points_r1_2020,400.0,2020
1790,Arts,points_r1_2020,361.0,2020
1791,Social and behavioural sciences,points_r1_2020,358.0,2020
1792,Arts,points_r1_2020,328.0,2020
1793,Arts,points_r1_2020,401.0,2020
1794,Languages,points_r1_2020,352.0,2020
1795,Arts,points_r1_2020,420.0,2020
1796,Arts,points_r1_2020,408.0,2020
1797,Social and behavioural sciences,points_r1_2020,407.0,2020
1798,Education,points_r1_2020,422.0,2020
1799,Physical sciences,points_r1_2020,410.0,2020
1800,,points_r1_2020,,2020
1801,,points_r1_2020,,2020
1802,Business and administration,points_r1_2020,433.0,2020
1803,Business and administration,points_r1_2020,484.0,2020
1804,Business and administration,points_r1_2020,489.0,2020
1805,Business and administration,points_r1_2020,495.0,2020
1806,Business and administration,points_r1_2020,465.0,2020
1807,Business and administration,points_r1_2020,509.0,2020
1808,Business and administration,points_r1_2020,473.0,2020
1809,Business and administration,points_r1_2020,530.0,2020
1810,Law,points_r1_2020,487.0,2020
1811,Law,points_r1_2020,499.0,2020
1812,Law,points_r1_2020,520.0,2020
1813,Law,points_r1_2020,509.0,2020
1814,Law,points_r1_2020,530.0,2020
1815,Business and administration,points_r1_2020,497.0,2020
1816,Business and administration,points_r1_2020,681.0,2020
1817,Biological and related sciences,points_r1_2020,433.0,2020
1818,Biological and related sciences,points_r1_2020,556.0,2020
1819,Engineering and engineering trades,points_r1_2020,465.0,2020
1820,Environment,points_r1_2020,408.0,2020
1821,Mathematics and statistics,points_r1_2020,487.0,2020
1822,Physical sciences,points_r1_2020,419.0,2020
1823,Hygiene and occupational health services,points_r1_2020,412.0,2020
1824,Physical sciences,points_r1_2020,403.0,2020
1825,Biological and related sciences,points_r1_2020,509.0,2020
1826,Mathematics and statistics,points_r1_2020,476.0,2020
1827,Physical sciences,points_r1_2020,402.0,2020
1828,Biological and related sciences,points_r1_2020,508.0,2020
1829,,points_r1_2020,,2020
1830,Information and Communication Technologies (ICTs),points_r1_2020,403.0,2020
1831,Engineering and engineering trades,points_r1_2020,465.0,2020
1832,Architecture and construction,points_r1_2020,455.0,2020
1833,Engineering and engineering trades,points_r1_2020,454.0,2020
1834,Engineering and engineering trades,points_r1_2020,510.0,2020
