,category,variable,value,year
3016,Business and administration,points_r1_2021,476.0,2021
3017,Business and administration,points_r1_2021,520.0,2021
3018,Business and administration,points_r1_2021,518.0,2021
3019,Business and administration,points_r1_2021,506.0,2021
3020,Business and administration,points_r1_2021,509.0,2021
3021,Business and administration,points_r1_2021,543.0,2021
3022,Business and administration,points_r1_2021,508.0,2021
3023,Business and administration,points_r1_2021,551.0,2021
3024,Law,points_r1_2021,510.0,2021
3025,Law,points_r1_2021,542.0,2021
3026,Law,points_r1_2021,565.0,2021
3027,Law,points_r1_2021,506.0,2021
3028,Law,points_r1_2021,548.0,2021
3029,Business and administration,points_r1_2021,503.0,2021
3030,Business and administration,points_r1_2021,709.0,2021
3031,Biological and related sciences,points_r1_2021,489.0,2021
3032,Biological and related sciences,points_r1_2021,613.0,2021
3033,Engineering and engineering trades,points_r1_2021,498.0,2021
3034,Environment,points_r1_2021,431.0,2021
3035,Mathematics and statistics,points_r1_2021,509.0,2021
3036,Physical sciences,points_r1_2021,467.0,2021
3037,Hygiene and occupational health services,points_r1_2021,412.0,2021
3038,Physical sciences,points_r1_2021,422.0,2021
3039,Biological and related sciences,points_r1_2021,555.0,2021
3040,Mathematics and statistics,points_r1_2021,543.0,2021
3041,Physical sciences,points_r1_2021,465.0,2021
3042,Biological and related sciences,points_r1_2021,532.0,2021
3043,,points_r1_2021,485.0,2021
3044,Information and Communication Technologies (ICTs),points_r1_2021,495.0,2021
3045,Engineering and engineering trades,points_r1_2021,522.0,2021
3046,Architecture and construction,points_r1_2021,533.0,2021
3047,Engineering and engineering trades,points_r1_2021,541.0,2021
3048,Engineering and engineering trades,points_r1_2021,555.0,2021
3049,Engineering and engineering trades,points_r1_2021,554.0,2021
3050,Architecture and construction,points_r1_2021,431.0,2021
3051,Engineering and engineering trades,points_r1_2021,509.0,2021
3052,Engineering and engineering trades,points_r1_2021,433.0,2021
3053,Health,points_r1_2021,737.0,2021
3054,Health,points_r1_2021,601.0,2021
3055,Health,points_r1_2021,578.0,2021
3056,Health,points_r1_2021,531.0,2021
3057,Health,points_r1_2021,502.0,2021
3058,Health,points_r1_2021,475.0,2021
3059,Health,points_r1_2021,520.0,2021
3060,Languages,points_r1_2021,,2021
3061,Arts,points_r1_2021,,2021
3062,Social and behavioural sciences,points_r1_2021,,2021
3063,Social and behavioural sciences,points_r1_2021,,2021
3064,Information and Communication Technologies (ICTs),points_r1_2021,,2021
3065,Languages,points_r1_2021,,2021
3066,Humanities (except languages),points_r1_2021,,2021
3067,Business and administration,points_r1_2021,,2021
3068,Business and administration,points_r1_2021,,2021
3069,,points_r1_2021,,2021
3070,Arts,points_r1_2021,794.0,2021
3071,Arts,points_r1_2021,914.0,2021
3072,Education,points_r1_2021,993.0,2021
3073,Business and administration,points_r1_2021,263.0,2021
3074,Law,points_r1_2021,331.0,2021
3075,Business and administration,points_r1_2021,300.0,2021
3076,Business and administration,points_r1_2021,298.0,2021
3077,Business and administration,points_r1_2021,255.0,2021
3078,Information and Communication Technologies (ICTs),points_r1_2021,280.0,2021
3079,Information and Communication Technologies (ICTs),points_r1_2021,226.0,2021
3080,Information and Communication Technologies (ICTs),points_r1_2021,260.0,2021
3081,Information and Communication Technologies (ICTs),points_r1_2021,317.0,2021
3082,Architecture and construction,points_r1_2021,326.0,2021
3083,Architecture and construction,points_r1_2021,308.0,2021
3084,Architecture and construction,points_r1_2021,278.0,2021
3085,Architecture and construction,points_r1_2021,300.0,2021
3086,Architecture and construction,points_r1_2021,264.0,2021
3087,Health,points_r1_2021,391.0,2021
3088,Physical sciences,points_r1_2021,498.0,2021
3089,Environment,points_r1_2021,252.0,2021
3090,Engineering and engineering trades,points_r1_2021,361.0,2021
3091,Engineering and engineering trades,points_r1_2021,378.0,2021
3092,Engineering and engineering trades,points_r1_2021,261.0,2021
3093,Welfare,points_r1_2021,374.0,2021
3094,Personal services,points_r1_2021,271.0,2021
3095,Personal services,points_r1_2021,279.0,2021
3096,Business and administration,points_r1_2021,262.0,2021
3097,Social and behavioural sciences,points_r1_2021,272.0,2021
3098,Business and administration,points_r1_2021,381.0,2021
3099,Information and Communication Technologies (ICTs),points_r1_2021,328.0,2021
3100,Arts,points_r1_2021,391.0,2021
3101,Biological and related sciences,points_r1_2021,429.0,2021
3102,Arts,points_r1_2021,325.0,2021
3103,Arts,points_r1_2021,377.0,2021
3104,Engineering and engineering trades,points_r1_2021,337.0,2021
3105,Engineering and engineering trades,points_r1_2021,309.0,2021
3106,Engineering and engineering trades,points_r1_2021,357.0,2021
3107,Transport services,points_r1_2021,298.0,2021
3108,Personal services,points_r1_2021,328.0,2021
3109,Welfare,points_r1_2021,309.0,2021
3110,Welfare,points_r1_2021,228.0,2021
3111,Environment,points_r1_2021,279.0,2021
3112,Business and administration,points_r1_2021,260.0,2021
3113,Information and Communication Technologies (ICTs),points_r1_2021,260.0,2021
3114,Personal services,points_r1_2021,289.0,2021
3115,Information and Communication Technologies (ICTs),points_r1_2021,841.0,2021
3116,Information and Communication Technologies (ICTs),points_r1_2021,279.0,2021
3117,Information and Communication Technologies (ICTs),points_r1_2021,807.0,2021
3118,Welfare,points_r1_2021,309.0,2021
3119,Welfare,points_r1_2021,,2021
3120,Information and Communication Technologies (ICTs),points_r1_2021,,2021
3121,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2021,,2021
3122,Welfare,points_r1_2021,,2021
3123,,points_r1_2021,,2021
3124,Humanities (except languages),points_r1_2021,360.0,2021
3125,,points_r1_2021,451.0,2021
3126,Law,points_r1_2021,474.0,2021
3127,Arts,points_r1_2021,329.0,2021
3128,Law,points_r1_2021,420.0,2021
3129,Law,points_r1_2021,530.0,2021
3130,Social and behavioural sciences,points_r1_2021,530.0,2021
3131,Journalism and information,points_r1_2021,432.0,2021
3132,Humanities (except languages),points_r1_2021,409.0,2021
3133,Languages,points_r1_2021,429.0,2021
3134,Business and administration,points_r1_2021,451.0,2021
3135,Business and administration,points_r1_2021,555.0,2021
3136,Mathematics and statistics,points_r1_2021,468.0,2021
3137,Information and Communication Technologies (ICTs),points_r1_2021,410.0,2021
3138,,points_r1_2021,430.0,2021
3139,Manufacturing and processing,points_r1_2021,464.0,2021
3140,Manufacturing and processing,points_r1_2021,401.0,2021
3141,Engineering and engineering trades,points_r1_2021,567.0,2021
3142,Manufacturing and processing,points_r1_2021,446.0,2021
3143,Personal services,points_r1_2021,498.0,2021
3144,Education,points_r1_2021,552.0,2021
3145,Education,points_r1_2021,506.0,2021
3146,Education,points_r1_2021,521.0,2021
3147,Biological and related sciences,points_r1_2021,367.0,2021
3148,Education,points_r1_2021,475.0,2021
3149,Education,points_r1_2021,425.0,2021
3150,Education,points_r1_2021,454.0,2021
3151,Mathematics and statistics,points_r1_2021,465.0,2021
3152,Architecture and construction,points_r1_2021,520.0,2021
3153,Health,points_r1_2021,613.0,2021
3154,Health,points_r1_2021,57.0,2021
3155,Social and behavioural sciences,points_r1_2021,534.0,2021
3156,Health,points_r1_2021,429.0,2021
3157,,points_r1_2021,441.0,2021
3158,Physical sciences,points_r1_2021,476.0,2021
3159,Engineering and engineering trades,points_r1_2021,498.0,2021
3160,Engineering and engineering trades,points_r1_2021,445.0,2021
3161,Information and Communication Technologies (ICTs),points_r1_2021,402.0,2021
3162,Information and Communication Technologies (ICTs),points_r1_2021,382.0,2021
3163,Biological and related sciences,points_r1_2021,498.0,2021
3164,Mathematics and statistics,points_r1_2021,455.0,2021
3165,Physical sciences,points_r1_2021,489.0,2021
3166,Health,points_r1_2021,498.0,2021
3167,Health,points_r1_2021,478.0,2021
3168,Health,points_r1_2021,462.0,2021
3169,Health,points_r1_2021,521.0,2021
3170,Business and administration,points_r1_2021,312.0,2021
3171,Business and administration,points_r1_2021,288.0,2021
3172,,points_r1_2021,261.0,2021
3173,Law,points_r1_2021,300.0,2021
3174,Personal services,points_r1_2021,290.0,2021
3175,Arts,points_r1_2021,301.0,2021
3176,Architecture and construction,points_r1_2021,283.0,2021
3177,Architecture and construction,points_r1_2021,304.0,2021
3178,Architecture and construction,points_r1_2021,262.0,2021
3179,,points_r1_2021,234.0,2021
3180,Engineering and engineering trades,points_r1_2021,300.0,2021
3181,Engineering and engineering trades,points_r1_2021,321.0,2021
3182,Information and Communication Technologies (ICTs),points_r1_2021,320.0,2021
3183,Information and Communication Technologies (ICTs),points_r1_2021,316.0,2021
3184,Biological and related sciences,points_r1_2021,302.0,2021
3185,Agriculture,points_r1_2021,308.0,2021
3186,Health,points_r1_2021,429.0,2021
3187,Health,points_r1_2021,367.0,2021
3188,Health,points_r1_2021,357.0,2021
3189,Welfare,points_r1_2021,288.0,2021
3190,Health,points_r1_2021,279.0,2021
3191,,points_r1_2021,,2021
3192,Education,points_r1_2021,564.0,2021
3193,Education,points_r1_2021,,2021
3194,,points_r1_2021,381.0,2021
3195,Humanities (except languages),points_r1_2021,338.0,2021
3196,Arts,points_r1_2021,,2021
3197,Social and behavioural sciences,points_r1_2021,554.0,2021
3198,Social and behavioural sciences,points_r1_2021,390.0,2021
3199,Arts,points_r1_2021,324.0,2021
3200,Welfare,points_r1_2021,,2021
3201,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",points_r1_2021,401.0,2021
3202,Biological and related sciences,points_r1_2021,490.0,2021
3203,Biological and related sciences,points_r1_2021,451.0,2021
3204,Physical sciences,points_r1_2021,422.0,2021
3205,Mathematics and statistics,points_r1_2021,521.0,2021
3206,Information and Communication Technologies (ICTs),points_r1_2021,444.0,2021
3207,Biological and related sciences,points_r1_2021,543.0,2021
3208,Social and behavioural sciences,points_r1_2021,529.0,2021
3209,Physical sciences,points_r1_2021,510.0,2021
3210,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",points_r1_2021,452.0,2021
3211,Engineering and engineering trades,points_r1_2021,351.0,2021
3212,Engineering and engineering trades,points_r1_2021,326.0,2021
3213,Engineering and engineering trades,points_r1_2021,362.0,2021
3214,Business and administration,points_r1_2021,370.0,2021
3215,Business and administration,points_r1_2021,476.0,2021
3216,Business and administration,points_r1_2021,424.0,2021
3217,Business and administration,points_r1_2021,441.0,2021
3218,Business and administration,points_r1_2021,423.0,2021
3219,Business and administration,points_r1_2021,378.0,2021
3220,Law,points_r1_2021,507.0,2021
3221,Law,points_r1_2021,465.0,2021
3222,Information and Communication Technologies (ICTs),points_r1_2021,381.0,2021
3223,Information and Communication Technologies (ICTs),points_r1_2021,400.0,2021
3224,Information and Communication Technologies (ICTs),points_r1_2021,520.0,2021
3225,Education,points_r1_2021,,2021
3226,Welfare,points_r1_2021,,2021
3227,Social and behavioural sciences,points_r1_2021,,2021
3228,Business and administration,points_r1_2021,,2021
3229,Arts,points_r1_2021,209.0,2021
3230,Arts,points_r1_2021,280.0,2021
3231,Education,points_r1_2021,589.0,2021
3232,Education,points_r1_2021,522.0,2021
3233,Education,points_r1_2021,485.0,2021
3234,Education,points_r1_2021,409.0,2021
3235,Education,points_r1_2021,590.0,2021
3236,Education,points_r1_2021,434.0,2021
3237,Education,points_r1_2021,370.0,2021
3238,Education,points_r1_2021,407.0,2021
3239,Education,points_r1_2021,387.0,2021
3240,Education,points_r1_2021,509.0,2021
3241,Education,points_r1_2021,476.0,2021
3242,Interdisciplinary programmes and qualifications involving arts and humanities,points_r1_2021,294.0,2021
3243,Interdisciplinary programmes and qualifications involving arts and humanities,points_r1_2021,,2021
3244,Information and Communication Technologies (ICTs),points_r1_2021,271.0,2021
3245,Business and administration,points_r1_2021,301.0,2021
3246,Business and administration,points_r1_2021,300.0,2021
3247,Social and behavioural sciences,points_r1_2021,420.0,2021
3248,Business and administration,points_r1_2021,270.0,2021
3249,Business and administration,points_r1_2021,330.0,2021
3250,Information and Communication Technologies (ICTs),points_r1_2021,266.0,2021
3251,,points_r1_2021,251.0,2021
3252,,points_r1_2021,,2021
3253,Education,points_r1_2021,262.0,2021
3254,,points_r1_2021,228.0,2021
3255,Social and behavioural sciences,points_r1_2021,263.0,2021
3256,Humanities (except languages),points_r1_2021,262.0,2021
3257,Humanities (except languages),points_r1_2021,243.0,2021
3258,Health,points_r1_2021,741.0,2021
3259,Health,points_r1_2021,589.0,2021
3260,Health,points_r1_2021,613.0,2021
3261,Health,points_r1_2021,,2021
3262,Business and administration,points_r1_2021,262.0,2021
3263,,points_r1_2021,279.0,2021
3264,Business and administration,points_r1_2021,304.0,2021
3265,Personal services,points_r1_2021,288.0,2021
3266,Personal services,points_r1_2021,298.0,2021
3267,,points_r1_2021,298.0,2021
3268,Arts,points_r1_2021,341.0,2021
3269,Welfare,points_r1_2021,287.0,2021
3270,Welfare,points_r1_2021,309.0,2021
3271,Arts,points_r1_2021,501.0,2021
3272,Arts,points_r1_2021,332.0,2021
3273,Information and Communication Technologies (ICTs),points_r1_2021,316.0,2021
3274,Social and behavioural sciences,points_r1_2021,319.0,2021
3275,Social and behavioural sciences,points_r1_2021,298.0,2021
3276,Languages,points_r1_2021,308.0,2021
3277,Information and Communication Technologies (ICTs),points_r1_2021,310.0,2021
3278,Information and Communication Technologies (ICTs),points_r1_2021,336.0,2021
3279,Languages,points_r1_2021,327.0,2021
3280,,points_r1_2021,291.0,2021
3281,,points_r1_2021,373.0,2021
3282,Architecture and construction,points_r1_2021,418.0,2021
3283,Architecture and construction,points_r1_2021,300.0,2021
3284,,points_r1_2021,412.0,2021
3285,Architecture and construction,points_r1_2021,313.0,2021
3286,Architecture and construction,points_r1_2021,403.0,2021
3287,Architecture and construction,points_r1_2021,359.0,2021
3288,,points_r1_2021,,2021
3289,,points_r1_2021,384.0,2021
3290,Hygiene and occupational health services,points_r1_2021,307.0,2021
3291,Health,points_r1_2021,376.0,2021
3292,Biological and related sciences,points_r1_2021,358.0,2021
3293,Physical sciences,points_r1_2021,357.0,2021
3294,Health,points_r1_2021,326.0,2021
3295,Biological and related sciences,points_r1_2021,308.0,2021
3296,Health,points_r1_2021,315.0,2021
3297,Environment,points_r1_2021,310.0,2021
3298,Business and administration,points_r1_2021,,2021
3299,Business and administration,points_r1_2021,,2021
3300,Information and Communication Technologies (ICTs),points_r1_2021,,2021
3301,Information and Communication Technologies (ICTs),points_r1_2021,,2021
3302,,points_r1_2021,,2021
3303,,points_r1_2021,,2021
3304,,points_r1_2021,,2021
3305,,points_r1_2021,,2021
3306,,points_r1_2021,,2021
3307,,points_r1_2021,,2021
3308,,points_r1_2021,,2021
3309,,points_r1_2021,,2021
3310,,points_r1_2021,,2021
3311,,points_r1_2021,,2021
3312,,points_r1_2021,,2021
3313,,points_r1_2021,,2021
3314,,points_r1_2021,,2021
3315,,points_r1_2021,,2021
3316,,points_r1_2021,,2021
3317,,points_r1_2021,,2021
3318,,points_r1_2021,,2021
3319,,points_r1_2021,,2021
3320,,points_r1_2021,,2021
3321,,points_r1_2021,,2021
3322,,points_r1_2021,,2021
3323,,points_r1_2021,,2021
3324,,points_r1_2021,,2021
3325,,points_r1_2021,,2021
3326,,points_r1_2021,,2021
3327,,points_r1_2021,,2021
3328,,points_r1_2021,,2021
3329,Arts,points_r1_2021,718.0,2021
3330,Arts,points_r1_2021,322.0,2021
3331,Information and Communication Technologies (ICTs),points_r1_2021,308.0,2021
3332,Information and Communication Technologies (ICTs),points_r1_2021,322.0,2021
3333,Information and Communication Technologies (ICTs),points_r1_2021,307.0,2021
3334,Personal services,points_r1_2021,293.0,2021
3335,Business and administration,points_r1_2021,306.0,2021
3336,,points_r1_2021,,2021
3337,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2021,301.0,2021
3338,Architecture and construction,points_r1_2021,361.0,2021
3339,Manufacturing and processing,points_r1_2021,305.0,2021
3340,"Interdisciplinary programmes and qualifications involving agriculture, forestry and veterinary",points_r1_2021,307.0,2021
3341,Environment,points_r1_2021,309.0,2021
3342,Health,points_r1_2021,316.0,2021
3343,Veterinary,points_r1_2021,317.0,2021
3344,Personal services,points_r1_2021,303.0,2021
3345,Personal services,points_r1_2021,314.0,2021
3346,Personal services,points_r1_2021,308.0,2021
3347,,points_r1_2021,341.0,2021
3348,Welfare,points_r1_2021,309.0,2021
3349,Welfare,points_r1_2021,301.0,2021
3350,Welfare,points_r1_2021,,2021
3351,Health,points_r1_2021,463.0,2021
3352,Health,points_r1_2021,440.0,2021
3353,,points_r1_2021,,2021
3354,,points_r1_2021,,2021
3355,Arts,points_r1_2021,508.0,2021
3356,Humanities (except languages),points_r1_2021,552.0,2021
3357,Law,points_r1_2021,590.0,2021
3358,Humanities (except languages),points_r1_2021,510.0,2021
3359,Social and behavioural sciences,points_r1_2021,601.0,2021
3360,Health,points_r1_2021,564.0,2021
3361,Education,points_r1_2021,496.0,2021
3362,Social and behavioural sciences,points_r1_2021,613.0,2021
3363,Languages,points_r1_2021,389.0,2021
3364,Law,points_r1_2021,602.0,2021
3365,Law,points_r1_2021,577.0,2021
3366,Humanities (except languages),points_r1_2021,467.0,2021
3367,Languages,points_r1_2021,377.0,2021
3368,Languages,points_r1_2021,546.0,2021
3369,Humanities (except languages),points_r1_2021,566.0,2021
3370,Arts,points_r1_2021,543.0,2021
3371,Humanities (except languages),points_r1_2021,498.0,2021
3372,Mathematics and statistics,points_r1_2021,579.0,2021
3373,Engineering and engineering trades,points_r1_2021,556.0,2021
3374,Information and Communication Technologies (ICTs),points_r1_2021,566.0,2021
3375,Business and administration,points_r1_2021,625.0,2021
3376,Physical sciences,points_r1_2021,590.0,2021
3377,Engineering and engineering trades,points_r1_2021,589.0,2021
3378,Information and Communication Technologies (ICTs),points_r1_2021,443.0,2021
3379,Languages,points_r1_2021,520.0,2021
3380,Humanities (except languages),points_r1_2021,417.0,2021
3381,Arts,points_r1_2021,531.0,2021
3382,Humanities (except languages),points_r1_2021,498.0,2021
3383,Health,points_r1_2021,743.0,2021
3384,Health,points_r1_2021,625.0,2021
3385,Health,points_r1_2021,590.0,2021
3386,Health,points_r1_2021,578.0,2021
3387,Health,points_r1_2021,577.0,2021
3388,Health,points_r1_2021,601.0,2021
3389,Biological and related sciences,points_r1_2021,578.0,2021
3390,Physical sciences,points_r1_2021,558.0,2021
3391,Physical sciences,points_r1_2021,495.0,2021
3392,Physical sciences,points_r1_2021,554.0,2021
3393,,points_r1_2021,555.0,2021
3394,Health,points_r1_2021,613.0,2021
3395,Business and administration,points_r1_2021,613.0,2021
3396,Social and behavioural sciences,points_r1_2021,577.0,2021
3397,Welfare,points_r1_2021,497.0,2021
3398,Business and administration,points_r1_2021,564.0,2021
3399,Business and administration,points_r1_2021,530.0,2021
3400,Business and administration,points_r1_2021,487.0,2021
3401,Business and administration,points_r1_2021,391.0,2021
3402,Business and administration,points_r1_2021,566.0,2021
3403,Health,points_r1_2021,462.0,2021
3404,Health,points_r1_2021,473.0,2021
3405,Health,points_r1_2021,442.0,2021
3406,Health,points_r1_2021,412.0,2021
3407,Health,points_r1_2021,531.0,2021
3408,Health,points_r1_2021,521.0,2021
3409,Humanities (except languages),points_r1_2021,,2021
3410,Law,points_r1_2021,,2021
3411,Law,points_r1_2021,,2021
3412,Social and behavioural sciences,points_r1_2021,,2021
3413,Business and administration,points_r1_2021,,2021
3414,Social and behavioural sciences,points_r1_2021,,2021
3415,Arts,points_r1_2021,,2021
3416,Arts,points_r1_2021,,2021
3417,Arts,points_r1_2021,,2021
3418,Arts,points_r1_2021,,2021
3419,Arts,points_r1_2021,,2021
3420,Arts,points_r1_2021,,2021
3421,Arts,points_r1_2021,,2021
3422,Arts,points_r1_2021,,2021
3423,Arts,points_r1_2021,,2021
3424,Arts,points_r1_2021,,2021
3425,Arts,points_r1_2021,,2021
3426,Arts,points_r1_2021,,2021
3427,Arts,points_r1_2021,,2021
3428,Arts,points_r1_2021,,2021
3429,Arts,points_r1_2021,,2021
3430,Interdisciplinary programmes and qualifications involving arts and humanities,points_r1_2021,,2021
3431,Interdisciplinary programmes and qualifications involving arts and humanities,points_r1_2021,,2021
3432,Interdisciplinary programmes and qualifications involving arts and humanities,points_r1_2021,,2021
3433,Arts,points_r1_2021,,2021
3434,Arts,points_r1_2021,,2021
3435,Arts,points_r1_2021,,2021
3436,Arts,points_r1_2021,,2021
3437,Arts,points_r1_2021,,2021
3438,Arts,points_r1_2021,,2021
3439,Arts,points_r1_2021,,2021
3440,Arts,points_r1_2021,,2021
3441,Arts,points_r1_2021,,2021
3442,Arts,points_r1_2021,,2021
3443,Arts,points_r1_2021,,2021
3444,Arts,points_r1_2021,,2021
3445,Arts,points_r1_2021,,2021
3446,Arts,points_r1_2021,,2021
3447,Arts,points_r1_2021,,2021
3448,Arts,points_r1_2021,,2021
3449,Arts,points_r1_2021,,2021
3450,Arts,points_r1_2021,,2021
3451,Arts,points_r1_2021,,2021
3452,Arts,points_r1_2021,,2021
3453,Arts,points_r1_2021,,2021
3454,Arts,points_r1_2021,,2021
3455,Arts,points_r1_2021,,2021
3456,Arts,points_r1_2021,,2021
3457,Arts,points_r1_2021,,2021
3458,Arts,points_r1_2021,,2021
3459,Arts,points_r1_2021,,2021
3460,Arts,points_r1_2021,,2021
3461,Arts,points_r1_2021,,2021
3462,Arts,points_r1_2021,,2021
3463,Arts,points_r1_2021,,2021
3464,Arts,points_r1_2021,,2021
3465,Arts,points_r1_2021,,2021
3466,Arts,points_r1_2021,,2021
3467,Arts,points_r1_2021,,2021
3468,Arts,points_r1_2021,,2021
3469,Arts,points_r1_2021,,2021
3470,Arts,points_r1_2021,,2021
3471,Arts,points_r1_2021,,2021
3472,Arts,points_r1_2021,,2021
3473,Arts,points_r1_2021,,2021
3474,Arts,points_r1_2021,,2021
3475,Arts,points_r1_2021,,2021
3476,Arts,points_r1_2021,,2021
3477,Arts,points_r1_2021,,2021
3478,Arts,points_r1_2021,,2021
3479,Arts,points_r1_2021,,2021
3480,Arts,points_r1_2021,,2021
3481,Arts,points_r1_2021,,2021
3482,Arts,points_r1_2021,,2021
3483,Engineering and engineering trades,points_r1_2021,235.0,2021
3484,Engineering and engineering trades,points_r1_2021,309.0,2021
3485,Engineering and engineering trades,points_r1_2021,270.0,2021
3486,Engineering and engineering trades,points_r1_2021,466.0,2021
3487,Engineering and engineering trades,points_r1_2021,274.0,2021
3488,Engineering and engineering trades,points_r1_2021,271.0,2021
3489,Arts,points_r1_2021,440.0,2021
3490,Manufacturing and processing,points_r1_2021,278.0,2021
3491,Transport services,points_r1_2021,253.0,2021
3492,,points_r1_2021,300.0,2021
3493,,points_r1_2021,248.0,2021
3494,Architecture and construction,points_r1_2021,423.0,2021
3495,Architecture and construction,points_r1_2021,644.0,2021
3496,Architecture and construction,points_r1_2021,396.0,2021
3497,Architecture and construction,points_r1_2021,315.0,2021
3498,Architecture and construction,points_r1_2021,330.0,2021
3499,Architecture and construction,points_r1_2021,411.0,2021
3500,Architecture and construction,points_r1_2021,413.0,2021
3501,,points_r1_2021,307.0,2021
3502,Environment,points_r1_2021,400.0,2021
3503,Physical sciences,points_r1_2021,477.0,2021
3504,Biological and related sciences,points_r1_2021,510.0,2021
3505,Physical sciences,points_r1_2021,322.0,2021
3506,Information and Communication Technologies (ICTs),points_r1_2021,499.0,2021
3507,Information and Communication Technologies (ICTs),points_r1_2021,403.0,2021
3508,Information and Communication Technologies (ICTs),points_r1_2021,395.0,2021
3509,Information and Communication Technologies (ICTs),points_r1_2021,251.0,2021
3510,Information and Communication Technologies (ICTs),points_r1_2021,270.0,2021
3511,Information and Communication Technologies (ICTs),points_r1_2021,235.0,2021
3512,Information and Communication Technologies (ICTs),points_r1_2021,262.0,2021
3513,Information and Communication Technologies (ICTs),points_r1_2021,282.0,2021
3514,Biological and related sciences,points_r1_2021,500.0,2021
3515,Information and Communication Technologies (ICTs),points_r1_2021,235.0,2021
3516,Health,points_r1_2021,522.0,2021
3517,Health,points_r1_2021,576.0,2021
3518,Health,points_r1_2021,542.0,2021
3519,Hygiene and occupational health services,points_r1_2021,387.0,2021
3520,Health,points_r1_2021,601.0,2021
3521,Health,points_r1_2021,532.0,2021
3522,Biological and related sciences,points_r1_2021,487.0,2021
3523,Mathematics and statistics,points_r1_2021,294.0,2021
3524,Biological and related sciences,points_r1_2021,451.0,2021
3525,Biological and related sciences,points_r1_2021,445.0,2021
3526,Physical sciences,points_r1_2021,314.0,2021
3527,Physical sciences,points_r1_2021,339.0,2021
3528,Health,points_r1_2021,346.0,2021
3529,Physical sciences,points_r1_2021,412.0,2021
3530,Manufacturing and processing,points_r1_2021,309.0,2021
3531,Biological and related sciences,points_r1_2021,380.0,2021
3532,Business and administration,points_r1_2021,270.0,2021
3533,Business and administration,points_r1_2021,477.0,2021
3534,Business and administration,points_r1_2021,462.0,2021
3535,Social and behavioural sciences,points_r1_2021,460.0,2021
3536,Business and administration,points_r1_2021,386.0,2021
3537,Business and administration,points_r1_2021,300.0,2021
3538,Business and administration,points_r1_2021,420.0,2021
3539,Information and Communication Technologies (ICTs),points_r1_2021,331.0,2021
3540,Information and Communication Technologies (ICTs),points_r1_2021,322.0,2021
3541,Law,points_r1_2021,356.0,2021
3542,Law,points_r1_2021,463.0,2021
3543,Business and administration,points_r1_2021,219.0,2021
3544,Business and administration,points_r1_2021,270.0,2021
3545,Business and administration,points_r1_2021,230.0,2021
3546,Business and administration,points_r1_2021,412.0,2021
3547,Business and administration,points_r1_2021,307.0,2021
3548,Business and administration,points_r1_2021,307.0,2021
3549,,points_r1_2021,211.0,2021
3550,,points_r1_2021,251.0,2021
3551,Personal services,points_r1_2021,300.0,2021
3552,Biological and related sciences,points_r1_2021,484.0,2021
3553,Personal services,points_r1_2021,311.0,2021
3554,Personal services,points_r1_2021,252.0,2021
3555,Personal services,points_r1_2021,261.0,2021
3556,Personal services,points_r1_2021,336.0,2021
3557,Personal services,points_r1_2021,244.0,2021
3558,Personal services,points_r1_2021,309.0,2021
3559,Personal services,points_r1_2021,308.0,2021
3560,Personal services,points_r1_2021,326.0,2021
3561,Personal services,points_r1_2021,275.0,2021
3562,Arts,points_r1_2021,536.0,2021
3563,Arts,points_r1_2021,448.0,2021
3564,Arts,points_r1_2021,364.0,2021
3565,Business and administration,points_r1_2021,357.0,2021
3566,Arts,points_r1_2021,298.0,2021
3567,Arts,points_r1_2021,700.0,2021
3568,Arts,points_r1_2021,549.0,2021
3569,Arts,points_r1_2021,544.0,2021
3570,Arts,points_r1_2021,700.0,2021
3571,,points_r1_2021,299.0,2021
3572,Arts,points_r1_2021,280.0,2021
3573,Arts,points_r1_2021,369.0,2021
3574,Arts,points_r1_2021,462.0,2021
3575,Information and Communication Technologies (ICTs),points_r1_2021,414.0,2021
3576,Journalism and information,points_r1_2021,367.0,2021
3577,,points_r1_2021,270.0,2021
3578,Welfare,points_r1_2021,326.0,2021
3579,Social and behavioural sciences,points_r1_2021,251.0,2021
3580,Education,points_r1_2021,378.0,2021
3581,Social and behavioural sciences,points_r1_2021,407.0,2021
3582,Welfare,points_r1_2021,320.0,2021
3583,Engineering and engineering trades,points_r1_2021,,2021
3584,Engineering and engineering trades,points_r1_2021,,2021
3585,Engineering and engineering trades,points_r1_2021,,2021
3586,Engineering and engineering trades,points_r1_2021,,2021
3587,Engineering and engineering trades,points_r1_2021,,2021
3588,Mathematics and statistics,points_r1_2021,,2021
3589,Business and administration,points_r1_2021,,2021
3590,Business and administration,points_r1_2021,,2021
3591,Business and administration,points_r1_2021,,2021
3592,Business and administration,points_r1_2021,,2021
3593,Business and administration,points_r1_2021,,2021
3594,Business and administration,points_r1_2021,,2021
3595,Business and administration,points_r1_2021,,2021
3596,Business and administration,points_r1_2021,,2021
3597,Languages,points_r1_2021,,2021
3598,Arts,points_r1_2021,,2021
3599,Arts,points_r1_2021,,2021
3600,Business and administration,points_r1_2021,,2021
3601,Welfare,points_r1_2021,,2021
3602,Welfare,points_r1_2021,,2021
